date,spy,nasdaq,dow,russell,ftse
2010-09-09,110.91999816894531,2236.199951171875,10415.240234375,634.6199951171875,0.0
2010-09-10,111.4800033569336,2242.47998046875,10462.76953125,636.4600219726562,0.0
2010-09-11,111.89333597819011,2256.8899739583335,10489.8896484375,641.7333577473959,0.0
2010-09-12,112.30666859944661,2271.2999674479165,10517.009765625,647.0066935221354,0.0
2010-09-13,112.72000122070312,2285.7099609375,10544.1298828125,652.280029296875,0.0
2010-09-14,112.6500015258789,2289.77001953125,10526.490234375,649.22998046875,0.0
2010-09-15,113.08000183105469,2301.320068359375,10572.73046875,652.510009765625,0.0
2010-09-16,113.05000305175781,2303.25,10594.830078125,647.8099975585938,0.0
2010-09-17,112.48999786376953,2315.610107421875,10607.849609375,651.4400024414062,0.0
2010-09-18,113.0633316040039,2329.0167643229165,10656.439778645834,657.6199951171875,0.0
2010-09-19,113.63666534423828,2342.4234212239585,10705.029947916666,663.7999877929688,0.0
2010-09-20,114.20999908447266,2355.830078125,10753.6201171875,669.97998046875,0.0
2010-09-21,113.9800033569336,2349.35009765625,10761.0302734375,664.6599731445312,0.0
2010-09-22,113.41999816894531,2334.550048828125,10739.3095703125,656.7100219726562,0.0
2010-09-23,112.5,2327.080078125,10662.419921875,648.8400268554688,0.0
2010-09-24,114.81999969482422,2381.219970703125,10860.259765625,671.010009765625,0.0
2010-09-25,114.63666534423828,2377.4033203125,10844.1865234375,670.1033325195312,0.0
2010-09-26,114.45333099365234,2373.586669921875,10828.11328125,669.1966552734375,0.0
2010-09-27,114.2699966430664,2369.77001953125,10812.0400390625,668.2899780273438,0.0
2010-09-28,114.66999816894531,2379.590087890625,10858.1396484375,675.4299926757812,0.0
2010-09-29,114.47000122070312,2376.56005859375,10835.2802734375,677.6400146484375,0.0
2010-09-30,114.12999725341797,2368.6201171875,10788.0498046875,676.1400146484375,0.0
2010-10-01,114.61000061035156,2370.75,10829.6796875,679.2899780273438,0.0
2010-10-02,114.32333374023438,2362.0066731770835,10803.54296875,676.0099894205729,0.0
2010-10-03,114.03666687011719,2353.2633463541665,10777.40625,672.7300008138021,0.0
2010-10-04,113.75,2344.52001953125,10751.26953125,669.4500122070312,0.0
2010-10-05,116.04000091552734,2399.830078125,10944.7197265625,689.3499755859375,0.0
2010-10-06,116.02999877929688,2380.659912109375,10967.650390625,685.3300170898438,0.0
2010-10-07,115.88999938964844,2383.669921875,10948.580078125,684.22998046875,0.0
2010-10-08,116.54000091552734,2401.909912109375,11006.48046875,693.8200073242188,0.0
2010-10-09,116.57666778564453,2402.0499674479165,11007.766927083334,693.7066650390625,0.0
2010-10-10,116.61333465576172,2402.1900227864585,11009.053385416666,693.5933227539062,0.0
2010-10-11,116.6500015258789,2402.330078125,11010.33984375,693.47998046875,0.0
2010-10-12,117.01000213623047,2417.919921875,11020.400390625,696.0399780273438,0.0
2010-10-13,117.91999816894531,2441.22998046875,11096.080078125,706.469970703125,0.0
2010-10-14,117.45999908447266,2435.3798828125,11094.5703125,704.6900024414062,0.0
2010-10-15,117.69999694824219,2468.77001953125,11062.7802734375,703.1599731445312,0.0
2010-10-16,117.89333089192708,2472.7333170572915,11089.750325520834,705.4833170572916,0.0
2010-10-17,118.08666483561198,2476.6966145833335,11116.720377604166,707.8066609700521,0.0
2010-10-18,118.27999877929688,2480.659912109375,11143.6904296875,710.1300048828125,0.0
2010-10-19,116.7300033569336,2436.949951171875,10978.6201171875,694.1500244140625,0.0
2010-10-20,117.87000274658203,2457.389892578125,11107.9697265625,702.1099853515625,0.0
2010-10-21,118.12999725341797,2459.669921875,11146.5703125,698.1199951171875,0.0
2010-10-22,118.3499984741211,2479.389892578125,11132.5595703125,703.4299926757812,0.0
2010-10-23,118.46666463216145,2483.2099609375,11143.056315104166,704.9166666666666,0.0
2010-10-24,118.58333079020183,2487.030029296875,11153.553059895834,706.4033406575521,0.0
2010-10-25,118.69999694824219,2490.85009765625,11164.0498046875,707.8900146484375,0.0
2010-10-26,118.72000122070312,2497.2900390625,11169.4599609375,706.9299926757812,0.0
2010-10-27,118.37999725341797,2503.260009765625,11126.2802734375,704.22998046875,0.0
2010-10-28,118.4000015258789,2507.3701171875,11113.9501953125,701.030029296875,0.0
2010-10-29,118.48999786376953,2507.409912109375,11118.490234375,703.3499755859375,0.0
2010-10-30,118.50333150227864,2506.5533040364585,11120.533528645834,701.7533162434896,0.0
2010-10-31,118.51666514078777,2505.6966959635415,11122.576822916666,700.1566569010416,0.0
2010-11-01,118.52999877929688,2504.840087890625,11124.6201171875,698.5599975585938,0.0
2010-11-02,119.47000122070312,2533.52001953125,11188.7197265625,712.8900146484375,0.0
2010-11-03,119.94999694824219,2540.27001953125,11215.1298828125,715.1400146484375,0.0
2010-11-04,122.26000213623047,2577.340087890625,11434.83984375,733.4600219726562,0.0
2010-11-05,122.72000122070312,2578.97998046875,11444.080078125,736.5900268554688,0.0
