firstDate,currentDate,totalITM,totalInvested,currentValue,totalReturn_amount,weekReturn_amount,monthReturn_amount,yearReturn_amount,totalReturn_per,weekReturn_per,monthReturn_per,yearReturn_per,VIX_year,VIX_month,VIX_week,VIX_current
2010-01-01 00:00:00.000000,2022-03-16 15:01:17.648906,44547,49113,216235.66,171688.66,214753.62,222929.49,165205.43,385.41,0.99,1.03,0.76,20.07,30.11,31.16,29.83
